code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	BT_EDGE_BF	brmsQ_Fixed_V3_Estimate	brmsQ_Fixed_V3_low_95_CI	brmsQ_Fixed_V3_upp_95_CI	brmsQ_Fixed_V3_SIG	uncon_Fixed_V3_Estimate	uncon_Fixed_V3_low_95_CI	uncon_Fixed_V3_upp_95_CI	uncon_Fixed_V3_SIG	FAM_Fixed_V3_Estimate	FAM_Fixed_V3_low_95_CI	FAM_Fixed_V3_upp_95_CI	FAM_Fixed_V3_SIG	median_BF	o95HDI_lower	o95HDI_higher	o95HDI_SIG	brms_spa_phy_median_Estimate	brms_spa_phy_median_l_95_CI	brms_spa_phy_median_u_95_CI	brms_support	supported
1028bKA	1028	1032	sample of 300 languages Source Stassen 1997	b	"There are correlations between following parameters: OV word order, Tensedness, Casedness, AND-Construction, Absolute Converb. IF basic word order OV, THEN Tensedness, Casedness, AND-Construction, and Absolute Converb. IF Tensedness, THEN basic word order OV, Casedness, AND-Construction, and Absolute Converb. IF Casedness, THEN basic word order OV, Tensedness, AND-Construction, and Absolute Converb. IF AND-construction, THEN basic word order OV, Tensedness, Casedness, and Absolute Converb. IF Absolute Converb, THEN basic word order OV, Tensedness, Casedness, and AND-Construction."	morph tense > case | OV	morph tense > case | OV	broad word order	other	word order	GB083:1 > GB070:1 | GB131:0 & (GB132:1 | GB133:1)	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a ""OR"" interpretation of the right hand statement, so perhaps our implementation is too weak."	OK	0.935306	0.58621321	-0.24055991	1.3892793	NOT SIG	0.6155247	0.3596523	0.8717265	SIG	0.38404333	-0.43939816	1.2837506	NOT SIG	-2.3090125	-10.669057	6.214793	NOT SIG	0.603075651	-0.23049085	1.435914375	no	NOT SIG
1028cKA	1028	1032	sample of 300 languages Source Stassen 1997	c	"There are correlations between following parameters: OV word order, Tensedness, Casedness, AND-Construction, Absolute Converb. IF basic word order OV, THEN Tensedness, Casedness, AND-Construction, and Absolute Converb. IF Tensedness, THEN basic word order OV, Casedness, AND-Construction, and Absolute Converb. IF Casedness, THEN basic word order OV, Tensedness, AND-Construction, and Absolute Converb. IF AND-construction, THEN basic word order OV, Tensedness, Casedness, and Absolute Converb. IF Absolute Converb, THEN basic word order OV, Tensedness, Casedness, and AND-Construction."	case > morph tense | OV	case > morph tense | OV	broad word order	other	word order	GB070:1 > GB083:1 | GB131:0 & (GB132:1 | GB133:1)	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	"bias against the Pacific, PNG, Australia, and/or South America"	NA	"OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a ""OR"" interpretation of the right hand statement, so perhaps our implementation is too weak."	OK	23.69348	0.32664839	-0.80314457	1.6494234	NOT SIG	0.9593696	0.6017608	1.35217	SIG	0.3181326	-0.84907654	1.9062209	NOT SIG	18.149308	6.413592	30.994455	NOT SIG	0.355315735	-0.88982495	1.689329125	no	NOT SIG
1053KA	1053	1053	sample of 50 languages in Plank 1994a	NA	"If determiners agree within NPs, modifiers are likelier also to agree than not to agree."	agreement determiners > agreement modifiers	agr Dets > agr Mods	hierarchy	agreement	agreement	GB171|GB172|GB198|GB185|GB186:1 > GB170|GB184:1	NA	Plank 1994a: 51	Plank 1994a	9	50	"slightly biased towards Austroasiatic, Indo-European, and Uralic (6 languags per these language families and less for others)"	bias towards Eurasia	bias towards Eurasia	NA	"OK, Grambank doesn""t capture all possible agreement categories for determiners and modifiers"	OK	189.766384	2.01801868	1.45064141	2.668468	SIG	2.2442186	2.034709	2.4472542	SIG	1.9061355	1.04725554	2.7995809	SIG	200.153993	185.451025	215.491413	SIG	2.006287498	1.423788375	2.651824125	yes	SIG
1111KA	1111	1115	"English, Swedish, Danish, Norwegian, German, Dutch, West Flemish, Frisian, Afrikaans, Icelandic (all Germanic), Grisons (Romance, all IE) Source Kiparsky 1997: 461"	NA	"Lack of inflectional morphology implies fixed word order of direct nominal arguments. The converse is not true, hardly even a tendency."	no inflectional morph. > fixed order of nominal args	no infl morph > fixed order args	broad word order	inflection	fixed order	GB070:0 & GB072:0 > GB136:1	NA	Kiparsky 1997: 461	Kiparsky 1997	178	12	Indo-European only	exclusively samples one family or area	exclusively samples one family or area	NA	"OK, we use morphological case on core arguments (which is most relevant for tracking arguments) as a way to operationalize ""lack of inflectional morphology"". Kiparsky focuses discussions on case, but it""s not 100% clear what is meant by ""morphologically rich"" or ""lack of inflectional morphology"" in the original."	OK	0.948765	-0.006482971	-0.90039505	0.6606403	NOT SIG	0.6163169	0.4164036	0.8100705	SIG	0.3980545	-0.4965735	1.260808	NOT SIG	13.929945	4.216487	23.952002	NOT SIG	0.066239533	-0.765368338	0.6889024	no	NOT SIG
1114KA	1114	1114	languages surveyed in Hawkins 1990 Source Hawkins 1990: 225	n	VO languages are exceptionlessly Comp-initial. OV languages exemplify both final complementizers and initial complementizers.	VO > Comp-S	VO > Comp-S	narrow word order	word order	word order	(GB131:1 | GB132:1) & GB133:0  > GB421:1	BDT Dryer 1992	Hawkins 1990: 225	Hawkins 1990	545	NA	NA	NA	NA	NA	"OK, the implementation might allow for the inclusion of OV languages (rare though)."	OK	6.866085	1.9063015	0.60482823	3.3480563	SIG	1.8383898	1.540499	2.1530431	SIG	1.53125908	0.01108987	3.0821036	SIG	21.608208	13.072345	31.506945	SIG	1.978908532	0.745550763	3.385834625	yes	SIG
1142aKA	1142	1142	"languages surveyed in Estival & Myhill 1988 and 79 languages from the GRAMCATS database (see Haspelmath 1990: 71-72) Source Estival & Myhill 1988: 445, Haspelmath 1990: 56"	a	"Passivization is prominent in SVO languages, but not at all in OV languages."	passive > SVO	passive > SVO	broad word order	other	word order	GB147:1 | GB304:1 | GB302:1 > GB131:0 & GB132:1 & GB133:0	NA	W.P.Lehmann 1978b: 22	W.P.Lehmann 1978b	137	90	reasonably diverse	no bias	no bias	"Lehman 1978 focuses on ""subject-prominent languages"" as those that tend to have passives"	"OK, we can only implement ""presence"" not ""prominence"" of a construction"	OK	-13.419802	-0.275508964	-1.10640176	0.602666	NOT SIG	-0.1402612	-0.3806738	0.09637314	NOT SIG	-0.39689924	-1.65211378	0.8362883	NOT SIG	-10.7203105	-18.512271	3.369043	NOT SIG	-0.183789049	-1.041326875	0.7582394	no	NOT SIG
1142bKA	1142	1142	"languages surveyed in Estival & Myhill 1988 and 79 languages from the GRAMCATS database (see Haspelmath 1990: 71-72) Source Estival & Myhill 1988: 445, Haspelmath 1990: 56"	b	"Passivization is prominent in SVO languages, but not at all in OV languages."	no passive > SOV	no passive > SOV	broad word order	other	word order	GB147:0 & GB304:0 & GB302:0 > GB131:0 & GB132:0 & GB133:1	NA	W.P.Lehmann 1978b: 22	W.P.Lehmann 1978b	137	90	reasonably diverse	no bias	no bias	"Lehman 1978 focuses on ""topic-prominent languages"" as the ones that avoid or have only marginal use of the passive"	"OK, we can only implement ""presence"" not ""prominence"" of a construction"	OK	-7.577463	0.904702919	-0.07467804	1.9563199	NOT SIG	0.2757087	0.0320561	0.5191627	SIG	0.5978049	-0.52717367	1.7013188	NOT SIG	-8.885909	-19.16329	3.546873	NOT SIG	0.847840376	-0.091860039	1.85118225	no	NOT SIG
1152KA	1152	1157	106 languages surveyed in Moravcsik 1969 Source: Moravcsik 1969: 81	NA	"For any language, preposed relative clause implies postposed relative clause."	Rel-N > N-Rel	Rel-N > N-Rel	narrow word order	word order	word order	GB328:1 > GB327:1	NA	Moravcsik 1969: 81	Moravcsik 1969	72	106	"sample is quite diverse, with some bias towards Indo-European"	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	78.382239	-2.5409563	-4.21766405	-0.7289885	SIG	-3.111965	-3.446766	-2.775713	SIG	-3.2007743	-4.73165243	-1.6988173	SIG	79.87038	72.484314	89.459906	SIG	-2.618186503	-4.299410375	-0.829625338	yes	SIG
1163KA	1163	1163	106 languages surveyed in Moravcsik 1969 Source Moravcsik 1969: 86	NA	"If a language has a grammaticalized indefinite article, it is likely to also have a definite article, while the reverse does not necessarily hold true."	indefinite article > definite article	indefinite Art > definite Art	hierarchy	other	other	GB021:1 >  GB020:1	NA	"Heine 1997: 69, based on Moravcsik 1969"	Moravcsik 1969	1668	106	"sample is quite diverse, with some bias towards Indo-European"	bias towards Eurasia	bias towards Eurasia	NA	"perfect (assuming that ""grammaticalized"" means what is captured by GB021 and GB020)"	perfect	63.750517	1.9300495	1.04916184	2.7268923	SIG	1.942678	1.653105	2.246217	SIG	1.879409718	0.898469579	2.6808667	SIG	76.74035	65.291168	86.844801	SIG	1.961556787	1.052015625	2.778014	yes	SIG
1216KA	1216	1216	languages mentioned in Stolz 1992 Source Stolz 1992 : 29	NA	"If there are (local) postpositions, then there will also be nominal case inflection (not necessarily including local cases, though)."	N-Adp > case (noun)	N-Adp > case (noun)	broad word order	word order	case	GB075:1 > GB070:1 | GB072:1	NA	Stolz 1992: 75	Stolz 1992	28	0	NA	NA	NA	NA	perfect	perfect	12.276176	0.49276732	-0.45532714	1.364139	NOT SIG	1.3838528	1.1886459	1.575257	SIG	0.59164767	-0.67998208	1.8726832	NOT SIG	15.5946015	7.142589	30.18963	NOT SIG	0.533076456	-0.380724663	1.396035875	no	NOT SIG
1267aKA	1267	1271	languages mentioned in Schwartz 1972 and Trask 1979	a	Ergative systems are found only in SOV and VSO languages. SVO languages are never ergative.	ergative > VSO | SOV	ergative > VSO | SOV	broad word order	case	word order	GB409:1 > GB131|GB133:1 & GB132:0	NA	"Schwartz 1972: 32, Trask 1979: 385"	Schwartz 1972 & Trask 1979	323	31	no bias	no bias	no bias	NA	"OK, Grambank doesn""t have info on the order of object and subject, so VOS and OSV languages will be included (but they are rare)"	OK	24.589658	1.09403222	-0.65445215	2.6141352	NOT SIG	1.578708	1.285579	1.89397	SIG	1.0007676	-0.82909113	2.5335695	NOT SIG	8.992629	1.959058	15.64311	NOT SIG	1.096186452	-0.370113388	2.4049445	no	NOT SIG
1267bKA	1267	1271	languages mentioned in Schwartz 1972 and Trask 1979	b	Ergative systems are found only in SOV and VSO languages. SVO languages are never ergative.	SVO > not ergative	SVO > not ergative	broad word order	word order	case	GB131:0 & GB132:1 & GB133:0 > GB409:0	NA	"Schwartz 1972: 32, Trask 1979: 385"	Schwartz 1972 & Trask 1979	323	31	no bias	no bias	no bias	Nichols (1992: 44) points out her study provides evidence for this claim	"OK, Grambank doesn""t have info on the order of object and subject, so OVS languages will be included (but they are rare)"	OK	29.333739	2.36717119	0.59574947	3.9897808	SIG	2.230309	1.862126	2.620454	SIG	2.6860051	0.83443196	4.4414928	SIG	28.3037415	21.600511	39.413447	SIG	2.385376659	0.824260975	3.87829175	yes	SIG
1334aKA	1334	1334	unspecified Source Hockett 1963: 26	a	"Prepositional Noun-Modifier Hierarchy (PrNMH): If a language is prepositional, then if Relative clause Noun order then Genitive Noun order, if Genitive Noun order then Adjective Noun order, and if Adjective Noun order then Demonstrative Noun order."	Adp-N & Rel-N > Gen-N	Adp-N & Rel-N > Gen-N	narrow word order	word order	word order	GB074:1 & GB328:1 > GB065:1	no consistent head-mod order Hawkins (1983)	"Hawkins 1983, Hawkins 1994: 316"	Hawkins 1983	3860	350	"yes, definitely biased towards Eurasia"	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	-3.041195	-0.1712153	-1.81123456	1.40975	NOT SIG	0.2927196	-0.1437785	0.7365699	NOT SIG	-0.64691531	-2.63857149	1.0527284	NOT SIG	-2.31857	-9.580544	6.064945	NOT SIG	0.028552361	-1.653930375	1.614441875	no	NOT SIG
1334bKA	1334	1334	unspecified Source Hockett 1963: 26	d	"Prepositional Noun-Modifier Hierarchy (PrNMH): If a language is prepositional, then if Relative clause Noun order then Genitive Noun order, if Genitive Noun order then Adjective Noun order, and if Adjective Noun order then Demonstrative Noun order."	Adp-N & Rel-N & Gen-N > Adj-N	Adp-N & Rel-N & Gen-N > Adj-N	narrow word order	word order	word order	GB074:1 & GB328:1 & GB065:1 > 193:1	mostly consistent head-mod order Hawkins (1983)	"Hawkins 1983, Hawkins 1994: 317"	Hawkins 1983	3860	350	"yes, definitely biased towards Eurasia"	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	-11.95223	0.6240342	-1.14256733	2.0609508	NOT SIG	0.7074634	0.05403665	1.328184	SIG	-0.006393512	-2.24865449	1.7767245	NOT SIG	-11.234599	-15.577454	-7.376152	NOT SIG	0.534738801	-1.135232	1.961686875	no	NOT SIG
1334cKA	1334	1334	unspecified Source Hockett 1963: 26	c	"Prepositional Noun-Modifier Hierarchy (PrNMH): If a language is prepositional, then if Relative clause Noun order then Genitive Noun order, if Genitive Noun order then Adjective Noun order, and if Adjective Noun order then Demonstrative Noun order."	Adp-N & Rel-N & Gen-N & Adj-N > Dem-N	Ap-N & RC-N & Ge-N & Aj-N > Dm-N	narrow word order	word order	word order	GB074:1 &  GB328:1 & GB065:1 & GB193:1 > GB025:1	mostly consistent head-mod order Hawkins (1983)	"Hawkins 1983, Hawkins 1994: 318"	Hawkins 1983	3860	350	"yes, definitely biased towards Eurasia"	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	-1.729033	1.643509834	-0.41153507	3.8787265	NOT SIG	2.214947	0.9710313	3.714039	SIG	1.565641265	-0.54714851	3.8892612	NOT SIG	-0.963686	-5.607944	4.566607	NOT SIG	1.744828378	-0.293324825	4.033918375	no	NOT SIG
1341KA	1341	1341	South Asian languages	NA	"If a language has a verbal reciprocal/reflexive, it must have an overt AGR marker. Standardized IF there is a verbal reciprocal/reflexive, THEN there must be verb agreement at least with subject."	verbal reciprocal/reflexive > verb agreement with subject	verb reci/refl > verb agr S	other	other	agreement	GB115:1 | GB114:1 > GB091:1 | GB092:1	NA	"Subbarao 1997, Subbarao 1998: 15"	"Subbarao 1997, Subbarao 1998: 15"	8	NA	South Asian languages	exclusively samples one family or area	exclusively samples one family or area	NA	"perfect, we only take the transitive subject"	perfect	6.105291	1.2187838	0.29514794	2.131342	SIG	0.9481449	0.7364517	1.17038414	SIG	1.794721835	0.91674943	2.6737953	SIG	4.576606	-5.207199	14.782016	NOT SIG	1.219136148	0.261387075	2.129916875	yes	NOT SIG
1349KA	1349	1349	sample of 543 languages in Dryer 1992 Source Dryer 1992: 93	NA	Numeral classifiers occur in the languages where plural is weakly developed.	weak plural > numeral classifiers	weak PL > Num Cl	other	number	other	GB044:0 & GB318:0 > GB057:1	NA	Serebrennikov 1974: 294	Serebrennikov 1974	41	5	too small to talk about bias	NA	NA	NA	perfect	perfect	-4.214393	-0.14715018	-1.16279273	0.8997218	NOT SIG	0.8278883	0.5864938	1.059912	SIG	0.32263067	-0.77012989	1.402491	NOT SIG	-5.3674855	-13.072739	7.697398	NOT SIG	-0.114554624	-1.136107875	0.914714475	no	NOT SIG
1372KA	1372	1372	"more than 50 classifier languages from Africa, the Americas, Asia, and Oceania in Allan 1977 Source Allan 1977: 300"	NA	"A lexically distinct form of verb HAVE is generally missing in verb peripheral languages (i.e. SOV, VOS). That is, a verb HAVE is generally confined to SVO languages."	verb HAVE > SVO	verb HAVE > SVO	broad word order	other	word order	GB250:1 > GB131:0 & GB132:1 & GB133:0	NA	Mahajan 1997 1997: 38	Mahajan 1997	129	10	"yes, Indo-European languages only"	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	-9.08684	0.3482565	-1.0702594	1.482826	NOT SIG	0.5213929	0.3065621	0.734185	SIG	0.843445145	-0.54410833	2.1990047	NOT SIG	-6.9129715	-12.165717	7.792186	NOT SIG	0.340992201	-1.068589625	1.5433025	no	NOT SIG
1415KA	1415	1415	"Turkish (Turkic, Altaic), Eskimo (Eskimo-Aleut), Arosi, Fijian (both Remote Oceanic, Austronesian), Dharawal (Pama-Nyungan, Australian), Quechua (Andean), ZŸrich German (Germanic, Indo-European), Yurok (Algic), Welsh (Celtic, Indo-European)"	NA	"If heads of possessive constructions agree with their possessors in a given language then verbs agree with subjects in that language. Standardized IF heads of possessive constructions (=possessees) agree with their possessors, THEN verbs agree with subjects."	poss agree > verbal agree S	poss agr > verb agr S	other	agreement	agreement	GB431:1|GB433:1 > GB091|GB092:1	NA	Keenan 1974: 303	Keenan 1974	221	9	"diverse, but 2 languages are Indo-European"	no bias	no bias	NA	"perfect, we only take the transitive subject"	perfect	25.252257	1.57973768	0.64350269	2.6177727	SIG	1.1369563	0.9216714	1.3539004	SIG	1.9181214	0.69693372	3.2355375	SIG	24.5623385	17.542616	40.919861	SIG	1.599176721	0.74832445	2.532378625	yes	SIG
1427KA	1427	1431	unspecified Source Serebrennikov 1974: 295	NA	"If in a language there are no prefixes, then there will be inflectional (i.e. not prepositional) local cases."	no prefix > infl local cases	no prefix > inflectional local cases	other	other	case	GB079:0 & GB090:0 & GB092:0 & GB094:0 & GB430:0 & GB431:0 > GB072|GB073:1	NA	Serebrennikov 1974: 295	Serebrennikov 1974	41	2	"too small to talk about bias, only PIE and early Indo-Aryan"	NA	NA	NA	"OK, obviously Grambank doesn""t capture all phenomena which could be marked by prefixes; also unclear of local cases are oblique, as the latter might imply a larger number of relations"	OK	19.350609	-0.76650042	-1.68876821	0.3478396	NOT SIG	0.3141337	0.06470595	0.558527	SIG	-0.007971846	-1.63694338	1.974550342	NOT SIG	9.658227	1.685535	20.026766	NOT SIG	-0.645178015	-1.52030125	0.394590188	no	NOT SIG
1430KA	1430	1434	unspecified Source Serebrennikov 1974: 297	NA	"If a language has possessive suffixes on nouns, most commonly it will lack overt copula form (of 'to be') in the present tense."	N-poss suf > no PRS overt copula “to be”	N-poss suff > no PRS Cop	other	other	other	GB432:1 | GB433:1 > GB117:0	NA	Serebrennikov 1974: 297	Serebrennikov 1974	41	12	"yes, only Turkic, Uralic, Semitic langs"	exclusively samples one family or area	exclusively samples one family or area	NA	"OK, the source is unclear about whether the suffix is on the possessor or the possessum, we cannot evaluate cases where the copula is absent in a specific cases only, as GB071 codes for presence/absence only in any context"	OK	-14.548855	0.085256036	-0.58948558	0.6946963	NOT SIG	0.45047522	0.2308895	0.6657375	SIG	-0.03749256	-0.846895586	0.6650656	NOT SIG	-11.728615	-20.709162	2.17262	NOT SIG	0.082377665	-0.587780825	0.71639025	no	NOT SIG
1431mKA	1431 (used to be 1435 in the old version)	1435	unspecified Source Serebrennikov 1974: 300	m	"The more developed a case system is, the less is its system of verbal tenses."	less case > more tense	less case > more tense	other	case	tense	"sum(GB070:1,GB071:1,GB072:1,GB073:1) < 2 ->  sum(GB082:1,GB083:1,GB084:1) > 2 | GB309:1"	NA	Serebrennikov 1974: 300	Serebrennikov 1974	41	4	too small to talk about bias	NA	NA	NA	"not great, we capture this in a biary fashion and not in a continuous fashion, which may have been the original intention. Grambank doesn""t capture information about the number of cases."	less than OK	27.869153	-0.92186329	-1.78917496	-0.1783054	SIG	-0.9501345	-1.1533732	-0.7570852	SIG	-1.20354961	-2.05531626	-0.3296649	SIG	30.9909995	22.190985	43.40594	SIG	-0.975073629	-1.77695425	-0.255731525	yes	SIG
1431nKA	1431 (used to be 1435 in the old version)	1435	unspecified Source Serebrennikov 1974: 300	n	"The more developed a case system is, the less is its system of verbal tenses."	more case > less tense	more case > less tense	other	case	tense	"sum(GB070:1,GB071:1,GB072:1,GB073:1) > 2 ->  sum(GB082:1,GB083:1,GB084:1) < 2 & GB309:0"	NA	Serebrennikov 1974: 300	Serebrennikov 1974	41	4	too small to talk about bias	NA	NA	NA	"not great, we capture this in a biary fashion and not in a continuous fashion, which may have been the original intention. Grambank doesn""t capture information about the number of cases."	less than OK	-3.259062	-0.82618304	-1.51381921	-0.1696385	SIG	-0.597012	-0.8316434	-0.3506939	SIG	-0.7898955	-1.56698458	-0.07467356	SIG	-1.4360005	-9.181608	6.152038	NOT SIG	-0.911701994	-1.593126375	-0.24373445	yes	NOT SIG
1434KA	1434	1434	unspecified Source Serebrennikov 1974: 297	NA	A large number of tense oppositions correlates with the absence of aspect differentiation.	many tenses > no aspect	many tenses > no aspect	other	other	other	GB309:1 > GB086:0	NA	Serebrennikov 1974: 303	Serebrennikov 1974	41	3	too small to talk about bias	NA	NA	NA	"OK, information on tense and aspect is quite limited in Grambank, implementation could be different if more info on these categories was available"	OK	3.27344	0.27716607	-0.68230538	1.0008673	NOT SIG	0.9467361	0.6964667	1.211946	SIG	0.418434	-0.61499328	1.3076813	NOT SIG	1.37746	-3.849077	12.021573	NOT SIG	0.274967549	-0.693606613	1.004944625	no	NOT SIG
1436KA	1436	1436	unspecified Source Serebrennikov 1974: 301	NA	"If in a language the adjective follows the noun, there is an overt copula form (of 'to be') in the present tense form."	N-Adj > PRS overt copula “to be”	N-Adj > PRS overt cop	broad word order	word order	other	GB193:2 > GB117:1	NA	Serebrennikov 1974: 312	Serebrennikov 1974	41	4	"too small to talk about bias, Romance languages and Albanian"	NA	NA	NA	"OK, we cannot evaluate cases where the copula is absent in a specific cases only, as GB071 codes for presence/absence only in any context"	OK	-15.925578	0.25761478	-1.01548201	1.4293944	NOT SIG	-0.1504559	-0.3534807	0.05121587	NOT SIG	-0.002820756	-0.83394409	0.8425641	NOT SIG	-16.5920045	-23.400032	-3.348175	NOT SIG	0.313096213	-0.942359312	1.552539	no	NOT SIG
1499KA	1499	1499	languages mentioned in Andersen 1978 Source Andersen 1978: 352	NA	"Languages with serial verb constructions tend to have VO ordering with verb serialization and one object per verb (but some permit two objects); they tend to be isolating, with little inflectional morphology. Syllable structure is typically simple, and many have lexical and/or grammatical tone distinctions."	SVC > little inflection	SVC > little infl	other	other	other	GB118:1 > sum(GB070|GB072|GB051|GB052|GB053|GB054|GB192|GB321|GB042|GB043|GB044|GB165|GB166|GB430|GB431|GB432|GB433|GB119|GB120|GB121|GB298|GB080|GB089|GB091|GB093|GB094|GB082|GB083|GB084|GB312|GB086) < 2	NA	Lord 1993: 235	Lord 1993	587	3	"no, just really small"	NA	NA	NA	"OK, we can only implement a subset of what this universal implies; also the approximation of ""little inflection"" might be a too weak or too strong implementation"	OK	1.75324	-0.11501176	-1.74514134	1.5605253	NOT SIG	1.2087929	0.667109843	1.7805405	SIG	0.5047931	-1.30378677	2.8328673	NOT SIG	3.7739555	-3.989702	13.824673	NOT SIG	-0.067374474	-1.75623775	1.6273105	no	NOT SIG
1531KA	1531	1531	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 11"	NA	"Verb-initial languages evidence significant prefixing, though normally there is some suffixing as well. There is a possibility of ambi-fixing (discontinuous affixes), and a somewhat greater than chance tendency for discontinuous demonstratives."	V-initial > prefixes	V-initial > prefixes	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > sum(GB079 & GB090 & GB092 & GB094 & GB430 & GB431) => 2	NA	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 11"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, Grambank doesn""t capture all the phenomena that are marked prefixal"	OK	-4.919146	0.4274307	-0.90635206	2.022638	NOT SIG	0.06519443	-0.2277905	0.3440018	NOT SIG	0.63101145	-1.35386734	2.748609	NOT SIG	-7.3279365	-20.100422	4.997694	NOT SIG	0.43684563	-0.901692925	1.994302625	no	NOT SIG
1534KA	1534	1534	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 12"	NA	"In verb-initial languages, the question particle, if any, occurs sentence initial in yes-no questions."	V-initial > Q-Sent	V-initial > Q-Sent	narrow word order	word order	word order	GB131:1 & GB132:0 & GB133:0 > GB262:1	BDT Dryer 1992	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 12"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	perfect	perfect	-13.236765	0.2558027	-1.13761032	1.6724173	NOT SIG	0.757859	0.4091645	1.099123	SIG	0.5676864	-0.98236879	2.1142746	NOT SIG	-5.9920545	-12.527757	3.318611	NOT SIG	0.291579426	-1.08556075	1.702920375	no	NOT SIG
1537KA	1537	1537	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 11"	NA	"In verb-initial languages, subordinate markers such as complementizers, nominalizers, and subordinate conjunctions precede their clauses."	V-initial > C-Sent	V-initial > C-Sent	narrow word order	word order	word order	GB131:1 & GB132:0 & GB133:0 > GB421:1	BDT Dryer 1992	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, GB421 only concerns marking of complement clauses of thinking and/or knowing and not other types; also no info on nominalizers and subordinate conjunctions"	OK	1.165095	0.36874308	-1.18465795	1.9466643	NOT SIG	0.6718491	0.3365054	1.023419	SIG	0.29889248	-1.49275576	2.1788674	NOT SIG	4.833239	-6.597336	12.58438	NOT SIG	0.389458949	-1.09113775	1.92885725	no	NOT SIG
1544KA	1544	1544	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990"	NA	"In verb-initial languages, verbal case marking is attested to a very significant degree. IF word order is verb-initial, THEN there is relational marking (agreement, applicative, etc.) associated with the verb. Standardized IF word order is verb-initial, THEN there is relational marking (agreement, applicative, etc.) associated with the verb."	V-initial > verbal case-marking	V-initial > verbal case	broad word order	word order	other	GB131:1 & GB132:0 & GB133:0 > GB103:1 | GB104:1 | GB108:1 | GB092:1| GB094:1 | GB091:1 | GB093:1 | GB089: 1 | GB090: 1	NA	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	this is supported by Nichols (1992: 3.3)	perfect	perfect	-7.645328	0.8718525	-0.65186912	2.5077626	NOT SIG	0.691872	0.2784555	1.145745	SIG	0.8142466	-1.52554003	3.1684913	NOT SIG	-8.886193	-13.278396	0.963043	NOT SIG	0.980806899	-0.5764639	2.682069375	no	NOT SIG
1545KA	1545	1545	"unknown Source unpublished statements of KeenanÕs, reproduced in D.Payne 1990"	NA	"In verb-initial languages, the demonstrative, numeral, and qualifying  adjective follow the common noun in that order or its mirror image (Adj + Num + Dem)."	V-initial > N-Dem-Num-Adj	V-initial > N-Dem-Num-Adj	narrow word order	word order	word order	(GB131:1 & GB132:0 & GB133:0) > GB024: 2 & GB025: 2 & GB193: 2	consistent head-mod order Hawkins (1983)	"unpublished statements of KeenanÕs, reproduced in D.Payne 1990: 13"	"unpublished statements of KeenanÕs, reproduced in D. Payne 1990"	152	NA	NA	NA	NA	NA	"OK, implemented in the sense that verb-initial languages have N-NUM, N-DEM and N-ADJ; but note we cannot say anything about the relative order of dem, num, and adj"	OK	5.265888	-2.24507632	-4.18618157	-0.3598592	SIG	-1.868033	-2.427928	-1.371783	SIG	-1.86410353	-3.80476144	0.06495212	NOT SIG	8.3546355	0.555534	18.105254	NOT SIG	-2.164329487	-4.231154375	-0.200843213	yes	NOT SIG
